customer_id,consent_id,created_datetime,month,adr_provider,data_holder,product_type,data_cluster_requested,customer_segment,channel,device,authentication_method,redirect_type,otp_sent,otp_success,consent_status,drop_off_stage,session_duration_seconds,completion_time_seconds,completed_datetime,consent_duration_days,cdr_standard_version,error_reason
104705,CONS-2025-004705,2025-11-22 10:03:00,2025-11,NextGen,Bendigo Bank,Transaction Account,Loans + Repayments,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,224,211,2025-11-22 10:06:31,90,v1.28,
104706,CONS-2025-004706,2025-03-29 12:36:00,2025-03,Intuit,Westpac,Transaction Account,Full Banking Data,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Expired,Consent Review,190,,,90,v1.26,Consent expired
104707,CONS-2025-004707,2025-02-25 21:24:00,2025-02,Basiq,ANZ,Transaction Account,Loans + Repayments,Retail,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,235,123,2025-02-25 21:26:03,365,v1.27,
104708,CONS-2025-004708,2025-12-27 12:59:00,2025-12,Cuscal,ING,Transaction Account,Accounts + Balances,Retail,Third-Party App,Android,Password,OAuth Redirect,Y,N,Abandoned,OTP,826,,,180,v1.28,OTP incorrect
104709,CONS-2025-004709,2025-10-19 07:09:00,2025-10,NextGen,Macquarie,Savings Account,Full Banking Data,Small Business,Web,Desktop,Biometric,OAuth Redirect,Y,Y,Completed,Completed,159,105,2025-10-19 07:10:45,365,v1.26,
104710,CONS-2025-004710,2025-12-09 18:40:00,2025-12,Basiq,NAB,Credit Card,Cards + Transactions,High Net Worth,Mobile App,iOS,Biometric,App-to-App,Y,Y,Completed,Completed,233,190,2025-12-09 18:43:10,365,v1.28,
104711,CONS-2025-004711,2025-07-17 07:25:00,2025-07,NextGen,Macquarie,Savings Account,Accounts + Balances,Retail,Third-Party App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,255,178,2025-07-17 07:27:58,180,v1.28,
104712,CONS-2025-004712,2025-07-21 11:46:00,2025-07,Frollo,Bendigo Bank,Credit Card,Accounts + Balances,Small Business,Mobile App,iOS,Password,App-to-App,Y,Y,Expired,Consent Review,801,,,180,v1.27,Consent expired
104713,CONS-2025-004713,2025-02-15 01:31:00,2025-02,Regional Australia Bank,ING,Savings Account,Accounts + Transactions,Retail,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,254,209,2025-02-15 01:34:29,365,v1.28,
104714,CONS-2025-004714,2025-11-20 01:00:00,2025-11,Regional Australia Bank,Suncorp Bank,Credit Card,Accounts + Balances,Small Business,Mobile App,Android,Password,OAuth Redirect,Y,Y,Abandoned,Consent Confirmation,346,,,180,v1.28,Consent scope confusion
104715,CONS-2025-004715,2025-02-16 21:54:00,2025-02,Cuscal,AMP Bank,Savings Account,Full Banking Data,Small Business,Mobile App,Android,Password,App-to-App,Y,N,Abandoned,OTP,262,,,365,v1.27,OTP timeout
104716,CONS-2025-004716,2025-02-23 23:25:00,2025-02,Frollo,CBA,Savings Account,Accounts + Balances,Retail,Third-Party App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,238,193,2025-02-23 23:28:13,365,v1.27,
104717,CONS-2025-004717,2025-11-07 07:46:00,2025-11,Frollo,ANZ,Home Loan,Accounts + Transactions,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,152,138,2025-11-07 07:48:18,365,v1.27,
104718,CONS-2025-004718,2025-04-11 20:47:00,2025-04,Adatree,CBA,Credit Card,Accounts + Balances,High Net Worth,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,115,49,2025-04-11 20:47:49,180,v1.28,
104719,CONS-2025-004719,2025-04-03 02:39:00,2025-04,illion,ANZ,Home Loan,Cards + Transactions,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,244,178,2025-04-03 02:41:58,365,v1.27,
104720,CONS-2025-004720,2025-05-15 16:04:00,2025-05,Basiq,CBA,Credit Card,Accounts + Balances,Retail,Third-Party App,Android,Password,App-to-App,Y,Y,Completed,Completed,319,227,2025-05-15 16:07:47,90,v1.27,
104721,CONS-2025-004721,2025-04-19 23:46:00,2025-04,Basiq,Macquarie,Savings Account,Accounts + Transactions,Retail,Mobile App,iOS,Biometric,OAuth Redirect,Y,Y,Abandoned,Consent Review,870,,,90,v1.26,Consent scope confusion
104722,CONS-2025-004722,2025-01-24 09:28:00,2025-01,Frollo,NAB,Savings Account,Accounts + Transactions,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,288,238,2025-01-24 09:31:58,365,v1.28,
104723,CONS-2025-004723,2025-09-08 11:47:00,2025-09,Frollo,ANZ,Transaction Account,Cards + Transactions,Sole Trader,Mobile App,iOS,Biometric,App-to-App,Y,Y,Abandoned,Account Selection,782,,,365,v1.27,Session timeout
104724,CONS-2025-004724,2025-08-03 14:04:00,2025-08,Intuit,NAB,Transaction Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,298,185,2025-08-03 14:07:05,180,v1.28,
104725,CONS-2025-004725,2025-10-27 08:29:00,2025-10,Ezidox,Westpac,Savings Account,Cards + Transactions,Small Business,Third-Party App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,314,203,2025-10-27 08:32:23,180,v1.27,
104726,CONS-2025-004726,2025-07-18 09:57:00,2025-07,Adatree,ING,Home Loan,Accounts + Balances,Retail,Mobile App,Android,Biometric,QR Web-to-App,Y,Y,Completed,Completed,163,115,2025-07-18 09:58:55,365,v1.27,
104727,CONS-2025-004727,2025-12-08 01:07:00,2025-12,Ezidox,NAB,Personal Loan,Loans + Repayments,Retail,Mobile App,iOS,Password,QR Web-to-App,Y,Y,Completed,Completed,429,334,2025-12-08 01:12:34,365,v1.26,
104728,CONS-2025-004728,2025-07-24 22:51:00,2025-07,Frollo,CBA,Savings Account,Accounts + Transactions,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,195,133,2025-07-24 22:53:13,180,v1.28,
104729,CONS-2025-004729,2025-08-11 22:28:00,2025-08,Finder,ANZ,Personal Loan,Accounts + Balances,Retail,Web,Desktop,Password,OAuth Redirect,Y,N,Abandoned,OTP,167,,,365,v1.26,OTP not received
104730,CONS-2025-004730,2025-06-02 11:22:00,2025-06,Cuscal,ANZ,Home Loan,Loans + Repayments,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,159,122,2025-06-02 11:24:02,365,v1.28,
104731,CONS-2025-004731,2025-04-14 20:07:00,2025-04,Regional Australia Bank,Bank Australia,Savings Account,Accounts + Balances,Retail,Web,Desktop,Password,App-to-App,Y,N,Abandoned,OTP,537,,,365,v1.27,OTP not received
104732,CONS-2025-004732,2025-11-28 09:08:00,2025-11,Basiq,Westpac,Savings Account,Accounts + Balances,Retail,Third-Party App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,301,279,2025-11-28 09:12:39,365,v1.26,
104733,CONS-2025-004733,2025-03-01 04:45:00,2025-03,Frollo,ING,Savings Account,Accounts + Transactions,High Net Worth,Mobile App,Android,Password,OAuth Redirect,Y,N,Abandoned,OTP,207,,,365,v1.27,OTP not received
104734,CONS-2025-004734,2025-10-11 00:34:00,2025-10,Intuit,Westpac,Transaction Account,Full Banking Data,High Net Worth,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,209,100,2025-10-11 00:35:40,180,v1.26,
104735,CONS-2025-004735,2025-02-15 04:22:00,2025-02,Regional Australia Bank,Macquarie,Credit Card,Full Banking Data,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,236,190,2025-02-15 04:25:10,180,v1.27,
104736,CONS-2025-004736,2025-09-17 08:06:00,2025-09,Frollo,CBA,Transaction Account,Accounts + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,301,199,2025-09-17 08:09:19,90,v1.27,
104737,CONS-2025-004737,2025-01-28 05:25:00,2025-01,Ezidox,ANZ,Transaction Account,Full Banking Data,High Net Worth,Third-Party App,Android,Biometric,App-to-App,Y,N,Abandoned,OTP,772,,,365,v1.26,OTP incorrect
104738,CONS-2025-004738,2025-07-22 21:52:00,2025-07,NextGen,Westpac,Credit Card,Full Banking Data,Retail,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,160,153,2025-07-22 21:54:33,365,v1.28,
104739,CONS-2025-004739,2025-08-14 15:24:00,2025-08,Intuit,Westpac,Transaction Account,Accounts + Balances,High Net Worth,Mobile App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,282,210,2025-08-14 15:27:30,180,v1.28,
104740,CONS-2025-004740,2025-11-23 09:29:00,2025-11,Frollo,Westpac,Transaction Account,Full Banking Data,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,135,96,2025-11-23 09:30:36,365,v1.27,
104741,CONS-2025-004741,2025-03-10 05:18:00,2025-03,Adatree,Westpac,Credit Card,Loans + Repayments,Small Business,Web,Desktop,Password,QR Web-to-App,Y,Y,Completed,Completed,128,113,2025-03-10 05:19:53,365,v1.28,
104742,CONS-2025-004742,2025-09-29 05:09:00,2025-09,Intuit,AMP Bank,Savings Account,Full Banking Data,Small Business,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,255,226,2025-09-29 05:12:46,90,v1.27,
104743,CONS-2025-004743,2025-01-12 04:14:00,2025-01,Frollo,ANZ,Personal Loan,Accounts + Balances,Retail,Third-Party App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,251,150,2025-01-12 04:16:30,365,v1.26,
104744,CONS-2025-004744,2025-10-25 21:13:00,2025-10,Regional Australia Bank,CBA,Savings Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,QR Web-to-App,Y,Y,Abandoned,Account Selection,607,,,90,v1.28,User cancelled
104745,CONS-2025-004745,2025-03-11 21:03:00,2025-03,Intuit,CBA,Savings Account,Accounts + Balances,Sole Trader,Third-Party App,iOS,Password,App-to-App,Y,Y,Completed,Completed,385,267,2025-03-11 21:07:27,365,v1.27,
104746,CONS-2025-004746,2025-12-26 19:01:00,2025-12,Cuscal,NAB,Transaction Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,110,107,2025-12-26 19:02:47,365,v1.27,
104747,CONS-2025-004747,2025-03-16 07:14:00,2025-03,illion,NAB,Home Loan,Full Banking Data,Retail,Mobile App,iOS,Biometric,OAuth Redirect,Y,N,Abandoned,OTP,97,,,365,v1.27,OTP incorrect
104748,CONS-2025-004748,2025-09-24 19:53:00,2025-09,NextGen,CBA,Home Loan,Loans + Repayments,High Net Worth,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,292,196,2025-09-24 19:56:16,365,v1.28,
104749,CONS-2025-004749,2025-04-03 21:22:00,2025-04,Basiq,CBA,Credit Card,Accounts + Transactions,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,192,119,2025-04-03 21:23:59,365,v1.27,
104750,CONS-2025-004750,2025-06-21 00:35:00,2025-06,Intuit,Westpac,Transaction Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,319,264,2025-06-21 00:39:24,365,v1.27,
104751,CONS-2025-004751,2025-02-07 21:27:00,2025-02,Regional Australia Bank,Macquarie,Home Loan,Accounts + Balances,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Expired,Consent Review,713,,,180,v1.27,Consent expired
104752,CONS-2025-004752,2025-10-14 13:37:00,2025-10,Cuscal,ANZ,Home Loan,Loans + Repayments,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,275,253,2025-10-14 13:41:13,180,v1.26,
104753,CONS-2025-004753,2025-02-24 01:07:00,2025-02,Frollo,Westpac,Credit Card,Accounts + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,294,285,2025-02-24 01:11:45,180,v1.28,
104754,CONS-2025-004754,2025-08-04 23:53:00,2025-08,Intuit,NAB,Home Loan,Accounts + Balances,Retail,Web,Desktop,Biometric,OAuth Redirect,Y,Y,Abandoned,Account Selection,217,,,365,v1.28,Navigation error
104755,CONS-2025-004755,2025-01-27 09:08:00,2025-01,Ezidox,Bendigo Bank,Transaction Account,Accounts + Transactions,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,402,294,2025-01-27 09:12:54,90,v1.28,
104756,CONS-2025-004756,2025-12-12 03:51:00,2025-12,NextGen,ANZ,Savings Account,Accounts + Transactions,High Net Worth,Web,Desktop,Biometric,QR Web-to-App,Y,Y,Completed,Completed,257,256,2025-12-12 03:55:16,365,v1.26,
104757,CONS-2025-004757,2025-07-17 08:49:00,2025-07,NextGen,Westpac,Savings Account,Accounts + Balances,Retail,Mobile App,Android,Biometric,QR Web-to-App,Y,Y,Completed,Completed,212,210,2025-07-17 08:52:30,365,v1.27,
104758,CONS-2025-004758,2025-02-15 04:13:00,2025-02,Basiq,ING,Home Loan,Cards + Transactions,Retail,Third-Party App,Android,Biometric,QR Web-to-App,Y,Y,Completed,Completed,143,84,2025-02-15 04:14:24,180,v1.27,
104759,CONS-2025-004759,2025-03-30 23:39:00,2025-03,Intuit,Westpac,Transaction Account,Accounts + Transactions,Retail,Third-Party App,iOS,Password,QR Web-to-App,Y,Y,Abandoned,Account Selection,360,,,90,v1.28,Navigation error
104760,CONS-2025-004760,2025-09-29 20:44:00,2025-09,illion,Bendigo Bank,Transaction Account,Accounts + Balances,Sole Trader,Web,Desktop,Biometric,App-to-App,Y,Y,Expired,Consent Review,521,,,90,v1.26,Consent expired
104761,CONS-2025-004761,2025-01-03 12:30:00,2025-01,Adatree,AMP Bank,Savings Account,Loans + Repayments,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,128,89,2025-01-03 12:31:29,365,v1.28,
104762,CONS-2025-004762,2025-03-19 22:29:00,2025-03,Regional Australia Bank,Bendigo Bank,Home Loan,Accounts + Transactions,Sole Trader,Mobile App,Android,Biometric,OAuth Redirect,Y,N,Abandoned,OTP,292,,,90,v1.28,OTP not received
104763,CONS-2025-004763,2025-01-06 20:19:00,2025-01,Basiq,NAB,Home Loan,Full Banking Data,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,150,61,2025-01-06 20:20:01,180,v1.27,
104764,CONS-2025-004764,2025-04-29 22:20:00,2025-04,NextGen,NAB,Transaction Account,Full Banking Data,Retail,Mobile App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,230,195,2025-04-29 22:23:15,90,v1.27,
104765,CONS-2025-004765,2025-04-05 22:06:00,2025-04,NextGen,Bendigo Bank,Credit Card,Accounts + Balances,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,161,123,2025-04-05 22:08:03,365,v1.28,
104766,CONS-2025-004766,2025-12-12 11:34:00,2025-12,Adatree,CBA,Savings Account,Accounts + Balances,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,152,118,2025-12-12 11:35:58,365,v1.27,
104767,CONS-2025-004767,2025-03-12 04:24:00,2025-03,Basiq,Bank Australia,Transaction Account,Accounts + Balances,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,173,70,2025-03-12 04:25:10,180,v1.27,
104768,CONS-2025-004768,2025-02-09 05:12:00,2025-02,Adatree,AMP Bank,Personal Loan,Full Banking Data,Retail,Third-Party App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,261,157,2025-02-09 05:14:37,365,v1.27,
104769,CONS-2025-004769,2025-04-20 00:19:00,2025-04,NextGen,CBA,Personal Loan,Accounts + Balances,High Net Worth,Mobile App,Android,Password,QR Web-to-App,Y,Y,Completed,Completed,184,154,2025-04-20 00:21:34,365,v1.28,
104770,CONS-2025-004770,2025-07-27 15:57:00,2025-07,NextGen,AMP Bank,Personal Loan,Accounts + Balances,Small Business,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,171,105,2025-07-27 15:58:45,365,v1.27,
104771,CONS-2025-004771,2025-03-13 22:12:00,2025-03,Regional Australia Bank,NAB,Transaction Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,147,128,2025-03-13 22:14:08,365,v1.28,
104772,CONS-2025-004772,2025-07-16 20:14:00,2025-07,Yodlee,CBA,Savings Account,Cards + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,148,96,2025-07-16 20:15:36,90,v1.27,
104773,CONS-2025-004773,2025-09-18 08:03:00,2025-09,NextGen,CBA,Home Loan,Full Banking Data,Retail,Web,Desktop,Password,App-to-App,Y,Y,Abandoned,Account Selection,525,,,365,v1.27,User cancelled
104774,CONS-2025-004774,2025-09-28 22:14:00,2025-09,Regional Australia Bank,ANZ,Credit Card,Accounts + Balances,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,183,82,2025-09-28 22:15:22,180,v1.28,
104775,CONS-2025-004775,2025-11-13 02:58:00,2025-11,NextGen,CBA,Transaction Account,Accounts + Balances,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,198,149,2025-11-13 03:00:29,365,v1.27,
104776,CONS-2025-004776,2025-05-03 23:05:00,2025-05,Intuit,CBA,Transaction Account,Accounts + Transactions,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,219,190,2025-05-03 23:08:10,365,v1.28,
104777,CONS-2025-004777,2025-04-26 07:00:00,2025-04,Intuit,ANZ,Home Loan,Accounts + Transactions,Retail,Mobile App,Android,Password,QR Web-to-App,Y,Y,Completed,Completed,299,285,2025-04-26 07:04:45,365,v1.27,
104778,CONS-2025-004778,2025-06-22 00:08:00,2025-06,NextGen,NAB,Home Loan,Accounts + Transactions,High Net Worth,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,262,234,2025-06-22 00:11:54,365,v1.26,
104779,CONS-2025-004779,2025-09-22 23:21:00,2025-09,Cuscal,Bank Australia,Credit Card,Accounts + Transactions,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,203,147,2025-09-22 23:23:27,180,v1.26,
104780,CONS-2025-004780,2025-09-27 21:19:00,2025-09,illion,Suncorp Bank,Transaction Account,Accounts + Balances,Retail,Mobile App,iOS,Password,QR Web-to-App,Y,Y,Completed,Completed,175,162,2025-09-27 21:21:42,365,v1.26,
104781,CONS-2025-004781,2025-06-28 20:38:00,2025-06,Frollo,CBA,Credit Card,Accounts + Transactions,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,322,311,2025-06-28 20:43:11,180,v1.27,
104782,CONS-2025-004782,2025-10-05 22:48:00,2025-10,Intuit,Macquarie,Transaction Account,Cards + Transactions,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,180,135,2025-10-05 22:50:15,365,v1.26,
104783,CONS-2025-004783,2025-07-09 09:53:00,2025-07,NextGen,Bank Australia,Personal Loan,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Abandoned,Consent Review,780,,,365,v1.28,User cancelled
104784,CONS-2025-004784,2025-12-18 02:57:00,2025-12,Adatree,Bank Australia,Home Loan,Accounts + Transactions,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Expired,Consent Review,688,,,180,v1.26,Consent expired
104785,CONS-2025-004785,2025-02-11 01:50:00,2025-02,Cuscal,AMP Bank,Transaction Account,Cards + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,355,338,2025-02-11 01:55:38,365,v1.27,
104786,CONS-2025-004786,2025-02-05 15:59:00,2025-02,Cuscal,Westpac,Personal Loan,Accounts + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,N,Abandoned,OTP,754,,,180,v1.27,OTP not received
104787,CONS-2025-004787,2025-06-19 10:30:00,2025-06,NextGen,AMP Bank,Credit Card,Cards + Transactions,Retail,Third-Party App,iOS,Password,QR Web-to-App,Y,Y,Completed,Completed,209,125,2025-06-19 10:32:05,180,v1.26,
104788,CONS-2025-004788,2025-06-01 12:29:00,2025-06,NextGen,CBA,Personal Loan,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Completed,Completed,304,262,2025-06-01 12:33:22,365,v1.28,
104789,CONS-2025-004789,2025-12-26 12:38:00,2025-12,illion,Bendigo Bank,Transaction Account,Accounts + Transactions,Small Business,Mobile App,Android,Biometric,OAuth Redirect,Y,Y,Completed,Completed,125,76,2025-12-26 12:39:16,365,v1.26,
104790,CONS-2025-004790,2025-01-21 12:10:00,2025-01,Yodlee,Bank Australia,Credit Card,Accounts + Transactions,Retail,Mobile App,iOS,Password,QR Web-to-App,Y,Y,Completed,Completed,186,147,2025-01-21 12:12:27,180,v1.28,
104791,CONS-2025-004791,2025-10-10 17:58:00,2025-10,NextGen,Westpac,Transaction Account,Accounts + Balances,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,207,140,2025-10-10 18:00:20,365,v1.28,
104792,CONS-2025-004792,2025-12-19 09:43:00,2025-12,Frollo,ANZ,Transaction Account,Accounts + Balances,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,147,137,2025-12-19 09:45:17,365,v1.28,
104793,CONS-2025-004793,2025-01-13 09:45:00,2025-01,Cuscal,CBA,Transaction Account,Loans + Repayments,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,270,257,2025-01-13 09:49:17,180,v1.28,
104794,CONS-2025-004794,2025-06-28 15:59:00,2025-06,Adatree,NAB,Business Account,Accounts + Transactions,Small Business,Third-Party App,iOS,Password,App-to-App,Y,Y,Expired,Consent Confirmation,566,,,365,v1.28,Consent expired
104795,CONS-2025-004795,2025-02-09 20:19:00,2025-02,Finder,Westpac,Credit Card,Full Banking Data,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Expired,Consent Review,767,,,365,v1.28,Consent expired
104796,CONS-2025-004796,2025-05-12 14:42:00,2025-05,Frollo,Suncorp Bank,Credit Card,Full Banking Data,Retail,Third-Party App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,295,265,2025-05-12 14:46:25,180,v1.26,
104797,CONS-2025-004797,2025-06-21 06:47:00,2025-06,Basiq,ANZ,Savings Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,App-to-App,Y,Y,Abandoned,Account Selection,855,,,90,v1.27,Consent scope confusion
104798,CONS-2025-004798,2025-06-07 10:08:00,2025-06,illion,Westpac,Savings Account,Accounts + Transactions,Retail,Third-Party App,iOS,Password,App-to-App,Y,Y,Expired,Consent Review,717,,,90,v1.26,Consent expired
104799,CONS-2025-004799,2025-10-04 12:45:00,2025-10,Frollo,Westpac,Transaction Account,Accounts + Transactions,Retail,Mobile App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,147,89,2025-10-04 12:46:29,180,v1.26,
104800,CONS-2025-004800,2025-11-25 01:11:00,2025-11,Adatree,NAB,Business Account,Full Banking Data,Retail,Third-Party App,iOS,Biometric,QR Web-to-App,Y,Y,Completed,Completed,221,147,2025-11-25 01:13:27,180,v1.28,
104801,CONS-2025-004801,2025-01-17 23:48:00,2025-01,Adatree,NAB,Personal Loan,Full Banking Data,Small Business,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,287,230,2025-01-17 23:51:50,365,v1.26,
104802,CONS-2025-004802,2025-07-22 18:54:00,2025-07,Adatree,ING,Transaction Account,Accounts + Transactions,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,337,315,2025-07-22 18:59:15,365,v1.27,
104803,CONS-2025-004803,2025-03-28 21:44:00,2025-03,Cuscal,CBA,Home Loan,Loans + Repayments,Retail,Third-Party App,iOS,Biometric,OAuth Redirect,Y,Y,Completed,Completed,273,179,2025-03-28 21:46:59,365,v1.28,
104804,CONS-2025-004804,2025-02-03 15:59:00,2025-02,Intuit,Bendigo Bank,Savings Account,Accounts + Balances,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,271,176,2025-02-03 16:01:56,90,v1.27,
104805,CONS-2025-004805,2025-11-17 23:16:00,2025-11,Yodlee,AMP Bank,Savings Account,Accounts + Transactions,Retail,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,328,254,2025-11-17 23:20:14,180,v1.27,
104806,CONS-2025-004806,2025-12-08 01:27:00,2025-12,Adatree,Bank Australia,Home Loan,Full Banking Data,Retail,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,353,254,2025-12-08 01:31:14,180,v1.27,
104807,CONS-2025-004807,2025-02-17 07:33:00,2025-02,Frollo,Westpac,Credit Card,Full Banking Data,Retail,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,272,228,2025-02-17 07:36:48,90,v1.27,
104808,CONS-2025-004808,2025-07-13 11:02:00,2025-07,Regional Australia Bank,CBA,Home Loan,Full Banking Data,Small Business,Web,Desktop,Biometric,App-to-App,Y,Y,Completed,Completed,264,190,2025-07-13 11:05:10,365,v1.26,
104809,CONS-2025-004809,2025-06-19 14:59:00,2025-06,Adatree,ING,Transaction Account,Accounts + Transactions,High Net Worth,Web,Desktop,Password,App-to-App,Y,Y,Completed,Completed,154,148,2025-06-19 15:01:28,365,v1.27,
104810,CONS-2025-004810,2025-07-27 07:45:00,2025-07,Frollo,AMP Bank,Personal Loan,Accounts + Transactions,Retail,Third-Party App,iOS,Password,OAuth Redirect,Y,Y,Completed,Completed,243,130,2025-07-27 07:47:10,180,v1.28,
104811,CONS-2025-004811,2025-12-04 20:34:00,2025-12,illion,NAB,Savings Account,Accounts + Balances,High Net Worth,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,262,171,2025-12-04 20:36:51,180,v1.28,
104812,CONS-2025-004812,2025-06-04 22:06:00,2025-06,Adatree,NAB,Savings Account,Accounts + Balances,Small Business,Mobile App,Android,Password,App-to-App,Y,Y,Abandoned,Account Selection,636,,,365,v1.28,Session timeout
104813,CONS-2025-004813,2025-01-29 14:31:00,2025-01,Cuscal,Westpac,Transaction Account,Accounts + Balances,Retail,Mobile App,iOS,Biometric,OAuth Redirect,Y,Y,Abandoned,Consent Review,831,,,365,v1.26,User cancelled
104814,CONS-2025-004814,2025-01-05 04:01:00,2025-01,Basiq,ANZ,Home Loan,Loans + Repayments,Retail,Web,Desktop,Password,QR Web-to-App,Y,Y,Completed,Completed,388,314,2025-01-05 04:06:14,365,v1.27,
104815,CONS-2025-004815,2025-02-23 16:11:00,2025-02,Adatree,CBA,Transaction Account,Accounts + Balances,Small Business,Web,Desktop,Password,OAuth Redirect,Y,Y,Completed,Completed,162,103,2025-02-23 16:12:43,365,v1.28,
104816,CONS-2025-004816,2025-08-26 15:46:00,2025-08,Frollo,ANZ,Transaction Account,Full Banking Data,Sole Trader,Mobile App,Android,Password,App-to-App,Y,Y,Completed,Completed,223,194,2025-08-26 15:49:14,365,v1.26,
104817,CONS-2025-004817,2025-01-08 09:08:00,2025-01,Basiq,ING,Home Loan,Cards + Transactions,Retail,Mobile App,Android,Password,OAuth Redirect,Y,Y,Completed,Completed,216,104,2025-01-08 09:09:44,365,v1.27,
104818,CONS-2025-004818,2025-10-23 01:57:00,2025-10,Adatree,ING,Transaction Account,Accounts + Transactions,Sole Trader,Third-Party App,Android,Biometric,App-to-App,Y,Y,Completed,Completed,348,255,2025-10-23 02:01:15,180,v1.28,
104819,CONS-2025-004819,2025-02-07 18:18:00,2025-02,Basiq,ANZ,Savings Account,Accounts + Balances,Sole Trader,Mobile App,iOS,Password,App-to-App,Y,N,Abandoned,OTP,856,,,365,v1.27,OTP timeout
